	gene	start	end	strand	ntlen	aalen	ann_type	alt_ann	localization	function	operon	expression	cprna	msexp	mspepts	cpprot	ureacp	sdscp	meancp	hlprot	refdens	refesse	ranseps	rbs	homology	predfun	tm	sp	segtm	complex
15533	mpneu22421	403906	403929	-	23	7.0	orfs	-1																						
15534	mpneu11998	403959	403967	+	8	2.0	orfs	-1																						
15535	mpneu07175	403961	404041	+	80	26.0	orfs	0				4.73663803064		0.0	0.0								0.006	0.0	3.0	0	0.0	1.0	n2-9c13/14o	1.0
15536	mpneu27467	403914	404000	-	86	28.0	orfs	0				1.61124669579		0.0	0.0								0.009	0.0	3.0	0	0.0	0.0	o	1.0
15537	mpneu17335	403973	404011	-	38	12.0	orfs	-1																						
15538	mpneu07176	404045	404134	+	89	29.0	orfs	0				4.85713602234		0.0	0.0								0.065	0.0	3.0	0	0.0	1.0	n4-13c18/19o	1.0
15539	mpneu22420	404038	404118	-	80	26.0	orfs	0				1.58229471075		0.0	0.0								0.065	0.0	3.0	0	0.0	0.0	o	1.0
15540	mpneu17334	404126	404140	-	14	4.0	orfs	-1																						
15541	mpneu27466	404034	404165	-	131	43.0	orfs	0				1.62433488169		0.0	0.0								0.018	0.0	3.0	0	0.0	1.0	n19-26c30/31o	1.0
15542	mpneu07177	404183	404314	+	131	43.0	orfs	0				4.98839071584		0.0	0.0								0.026	0.0	3.0	0	1.0	0.0	o12-31i	1.0
15543	mpneu27465	404166	404228	-	62	20.0	orfs	0				2.10654182824		0.0	0.0								0.023	1.0	3.0	0	0.0	0.0	o	1.0
15544	mpneu22419	404131	404277	-	146	48.0	orfs	0				2.16347948398		0.0	0.0								0.196	0.0	3.0	0	0.0	0.0	o	1.0
15545	mpneu22418	404278	404283	-	5	1.0	orfs	-1																						
15546	mpneu07178	404315	404323	+	8	2.0	orfs	-1																						
15547	mpneu07179	404327	404338	+	11	3.0	orfs	-1																						
15548	mpneu07180	404360	404461	+	101	33.0	orfs	0				4.95190001072		0.0	0.0								0.002	1.0	3.0	0	1.0	0.0	o6-27i	1.0
15549	mpneu11999	404364	404381	+	17	5.0	orfs	-1																						
15550	mpneu27464	404298	404405	-	107	35.0	orfs	0				2.61779250061		0.0	0.0								0.014	0.0	3.0	0	0.0	0.0	i	1.0
15551	mpneu27463	404454	404468	-	14	4.0	orfs	-1																						
15552	mpneu07181	404477	404494	+	17	5.0	orfs	-1																						
15553	mpneu07182	404498	404518	+	20	6.0	orfs	-1																						
15554	mpneu12000	404505	404525	+	20	6.0	orfs	-1																						
15555	mpneu22417	404491	404511	-	20	6.0	orfs	-1																						
15556	mpneu07183	404528	404572	+	44	14.0	orfs	-1																						
15557	mpneu17333	404495	404545	-	50	16.0	orfs	-1																						
15558	mpneu22416	404515	404562	-	47	15.0	orfs	-1																						
15559	mpneu07184	404576	404599	+	23	7.0	orfs	-1																						
15560	mpneu22415	404569	404586	-	17	5.0	orfs	-1																						
15561	mpneu17332	404627	404632	-	5	1.0	orfs	-1																						
15562	mpneu22414	404623	404637	-	14	4.0	orfs	-1																						
15563	mpneu07185	404657	404701	+	44	14.0	orfs	-1																						
15564	mpneu27462	404562	404666	-	104	34.0	orfs	0				0.585025639406		0.0	0.0								0.002	0.0	3.0	0	0.0	0.0	i	1.0
15565	mpneu12001	404682	404822	+	140	46.0	orfs	0				5.672858804		0.0	0.0								0.104	0.0	3.0	0	0.0	0.0	o	1.0
15566	mpneu07186	404708	404719	+	11	3.0	orfs	-1																						
15567	mpneu07187	404723	404788	+	65	21.0	orfs	0				5.68492394013		0.0	0.0								0.025	0.0	3.0	0	0.0	0.0	i	1.0
15568	mpneu27461	404676	404741	-	65	21.0	orfs	0				1.21141874383		0.0	0.0								0.021	1.0	3.0	0	0.0	0.0	i	1.0
15569	mpneu27460	404748	404756	-	8	2.0	orfs	-1																						
15570	mpneu22413	404716	404778	-	62	20.0	orfs	0				1.04643751426		0.0	0.0								0.094	0.0	3.0	0	0.0	0.0	o	1.0
15571	mpneu07188	404798	404809	+	11	3.0	orfs	-1																						
15572	mpneu17331	404639	404815	-	176	58.0	orfs	0				1.08374577693		0.0	0.0								0.216	1.0	3.0	0	0.0	0.0	o	1.0
15573	mpneu07189	404816	404953	+	137	45.0	orfs	0				5.491862945		0.0	0.0								0.024	0.0	3.0	0	0.0	1.0	n10-18c22/23o	1.0
15574	mpneu27459	404763	404861	-	98	32.0	orfs	0				1.08478597298		0.0	0.0								0.009	0.0	3.0	0	0.0	1.0	n7-18c23/24o	1.0
15575	mpneu27458	404886	404897	-	11	3.0	orfs	-1																						
15576	mpneu12002	404919	404996	+	77	25.0	orfs	0				4.94996232701		0.0	0.0								0.035	0.0	3.0	0	0.0	0.0	o	1.0
15577	mpneu22412	404806	404949	-	143	47.0	orfs	0				1.2540958739		0.0	0.0								0.092	0.0	3.0	0	1.0	0.0	o6-25i	1.0
15578	mpneu07190	404957	405055	+	98	32.0	orfs	0				4.78136191799		0.0	0.0								0.012	0.0	3.0	0	0.0	0.0	i	1.0
15579	mpneu27457	404928	404957	-	29	9.0	orfs	-1																						
15580	mpneu22411	404986	405024	-	38	12.0	orfs	-1																						
15581	mpneu17330	405056	405076	-	20	6.0	orfs	-1																						
15582	mpneu27456	404967	405089	-	122	40.0	orfs	0				1.73142489373		0.0	0.0								0.031	1.0	3.0	0	0.0	0.0	o	1.0
15583	mpneu07191	405101	405184	+	83	27.0	orfs	0				4.99615564038		0.0	0.0								0.005	1.0	3.0	0	0.0	1.0	n5-15c19/20o	1.0
15584	mpneu22410	405070	405174	-	104	34.0	orfs	0				2.06861185611		0.0	0.0								0.007	0.0	3.0	0	0.0	0.0	o	1.0
15585	mpneu27455	405117	405176	-	59	19.0	orfs	0				2.33892039685		0.0	0.0								0.004	0.0	3.0	0	0.0	0.0	o	1.0
15586	mpneu07192	405218	405241	+	23	7.0	orfs	-1																						
15587	mpneu07193	405251	405295	+	44	14.0	orfs	-1																						
15588	mpneu27454	405201	405266	-	65	21.0	orfs	0				1.70898282913		0.0	0.0								0.055	1.0	3.0	0	0.0	0.0	i	1.0
15589	mpneu07194	405302	405355	+	53	17.0	orfs	-1																						
15590	mpneu17329	405248	405325	-	77	25.0	orfs	0				1.59418275079		0.0	0.0								0.019	1.0	3.0	0	0.0	0.0	o	1.0
15591	mpneu22409	405298	405351	-	53	17.0	orfs	-1																						
15592	mpneu17328	405341	405367	-	26	8.0	orfs	-1																						
15593	mpneu22408	405409	405414	-	5	1.0	orfs	-1																						
15594	mpneu27453	405273	405422	-	149	49.0	orfs	0				1.70541165174		0.0	0.0								0.061	0.0	3.0	0	0.0	0.0	o	1.0
15595	mpneu12003	405435	405548	+	113	37.0	orfs	0				4.56469939852		0.0	0.0								0.069	0.0	3.0	0	0.0	0.0	o	1.0
15596	mpneu07195	405467	405490	+	23	7.0	orfs	-1																						
15597	mpneu07196	405497	405544	+	47	15.0	orfs	-1																						
15598	mpneu22407	405487	405513	-	26	8.0	orfs	-1																						
15599	mpneu17327	405536	405541	-	5	1.0	orfs	-1																						
15600	mpneu12004	405573	407720	+	2147	715.0	orfs	MPN341	Cytoplasm	DNA synthesis/modifications/repair/conformation	143.0	5.08234661578	0.01914858484	48.0	10.0	4.4	4.4	2.9	12.75		0.748	NE	0.997	0.0	6.0	mutB1	0.0	0.0	o	1.0
15601	mpneu22406	405571	405579	-	8	2.0	orfs	-1																						
15602	mpneu02234	405628	405750	+	122	40.0	orfs	0				4.9354755808		0.0	0.0								0.009	1.0	3.0	0	0.0	1.0	n4-15c21/22o	1.0
15603	mpneu17326	405545	405646	-	101	33.0	orfs	0				2.86095465816		0.0	0.0								0.013	0.0	3.0	0	1.0	0.0	o15-32i	1.0
15604	mpneu17325	405650	405682	-	32	10.0	orfs	-1																						
15605	mpneu27452	405507	405692	-	185	61.0	orfs	0				2.69019962416		0.0	0.0								0.187	0.0	3.0	0	0.0	0.0	o	1.0
15606	mpneu27451	405705	405716	-	11	3.0	orfs	-1																						
15607	mpneu17324	405701	405739	-	38	12.0	orfs	-1																						
15608	mpneu22405	405730	405759	-	29	9.0	orfs	-1																						
15609	mpneu02235	405772	405909	+	137	45.0	orfs	0				5.25760000682		0.0	0.0								0.078	1.0	3.0	0	1.0	0.0	o15-33i	1.0
15610	mpneu17323	405752	405832	-	80	26.0	orfs	0				0.364172010077		0.0	0.0								0.002	0.0	3.0	0	0.0	0.0	o	1.0
15611	mpneu27450	405801	405845	-	44	14.0	orfs	-1																						
15612	mpneu07197	405851	405856	+	5	1.0	orfs	-1																						
15613	mpneu27449	405864	405881	-	17	5.0	orfs	-1																						
15614	mpneu17322	405833	405934	-	101	33.0	orfs	0				0.618656295336		0.0	0.0								0.02	1.0	3.0	0	0.0	0.0	i	1.0
15615	mpneu02236	405940	405948	+	8	2.0	orfs	-1																						
15616	mpneu27448	405945	405956	-	11	3.0	orfs	-1																						
15617	mpneu27447	405963	405968	-	5	1.0	orfs	-1																						
15618	mpneu02237	405973	406020	+	47	15.0	orfs	-1																						
15619	mpneu02238	406024	406062	+	38	12.0	orfs	-1																						
15620	mpneu07198	406046	406078	+	32	10.0	orfs	-1																						
15621	mpneu27446	406017	406058	-	41	13.0	orfs	-1																						
15622	mpneu02239	406105	406173	+	68	22.0	orfs	0				4.96035279175		0.0	0.0								0.008	0.0	3.0	0	0.0	0.0	i	1.0
15623	mpneu27445	406059	406139	-	80	26.0	orfs	0				1.60819073001		0.0	0.0								0.058	0.0	3.0	0	0.0	0.0	o	1.0
15624	mpneu07199	406181	406294	+	113	37.0	orfs	0				5.59692093311		0.0	0.0								0.098	0.0	3.0	0	0.0	0.0	i	1.0
15625	mpneu27444	406188	406205	-	17	5.0	orfs	-1																						
15626	mpneu02240	406249	406290	+	41	13.0	orfs	-1																						
15627	mpneu27443	406245	406274	-	29	9.0	orfs	-1																						
15628	mpneu27442	406287	406316	-	29	9.0	orfs	-1																						
15629	mpneu02241	406333	406395	+	62	20.0	orfs	0				5.80600896775		0.0	0.0								0.006	0.0	3.0	0	0.0	0.0	o	1.0
15630	mpneu17321	405992	406339	-	347	115.0	orfs	0				1.42177319364		0.0	0.0								0.533	0.0	3.0	0	2.0	0.0	i9-27o63-83i	1.0
15631	mpneu17320	406352	406381	-	29	9.0	orfs	-1																						
15632	mpneu02242	406399	406413	+	14	4.0	orfs	-1																						
15633	mpneu17319	406430	406435	-	5	1.0	orfs	-1																						
15634	mpneu27441	406392	406442	-	50	16.0	orfs	-1																						
15635	mpneu07200	406451	406531	+	80	26.0	orfs	0				5.59763262077		0.0	0.0								0.052	0.0	3.0	0	0.0	0.0	o	1.0
15636	mpneu02243	406453	406470	+	17	5.0	orfs	-1																						
15637	mpneu17318	406445	406498	-	53	17.0	orfs	-1																						
15638	mpneu02244	406501	406776	+	275	91.0	orfs	0				4.70011751657		0.0	0.0								0.479	1.0	3.0	0	0.0	0.0	o	1.0
15639	mpneu22404	406435	406527	-	92	30.0	orfs	0				3.76062247899		0.0	0.0								0.01	1.0	3.0	0	0.0	0.0	o	1.0
15640	mpneu17317	406499	406552	-	53	17.0	orfs	-1																						
15641	mpneu22403	406552	406560	-	8	2.0	orfs	-1																						
15642	mpneu27440	406488	406607	-	119	39.0	orfs	0				4.00791779744		0.0	0.0								0.155	0.0	3.0	0	0.0	0.0	o	1.0
15643	mpneu07201	406610	406624	+	14	4.0	orfs	-1																						
15644	mpneu27439	406635	406751	-	116	38.0	orfs	0				1.82452788579		0.0	0.0								0.029	1.0	3.0	0	0.0	0.0	o	1.0
15645	mpneu22402	406783	406803	-	20	6.0	orfs	-1																						
15646	mpneu17316	406574	406807	-	233	77.0	orfs	0				2.21978633047		0.0	0.0								0.181	1.0	3.0	0	1.0	1.0	n18-25c30/31o46-65i	1.0
15647	mpneu22401	406810	406818	-	8	2.0	orfs	-1																						
15648	mpneu02245	406822	406836	+	14	4.0	orfs	-1																						
15649	mpneu07202	406856	406864	+	8	2.0	orfs	-1																						
15650	mpneu02246	406864	406872	+	8	2.0	orfs	-1																						
15651	mpneu27438	406869	406898	-	29	9.0	orfs	-1																						
15652	mpneu27437	406905	406922	-	17	5.0	orfs	-1																						
15653	mpneu27436	406926	406934	-	8	2.0	orfs	-1																						
15654	mpneu02247	406948	407001	+	53	17.0	orfs	-1																						
15655	mpneu27435	406944	406955	-	11	3.0	orfs	-1																						
15656	mpneu02248	407008	407040	+	32	10.0	orfs	-1																						
15657	mpneu27434	406998	407021	-	23	7.0	orfs	-1																						
15658	mpneu02249	407050	407061	+	11	3.0	orfs	-1																						
15659	mpneu22400	407044	407058	-	14	4.0	orfs	-1																						
15660	mpneu02250	407074	407160	+	86	28.0	orfs	0				4.90123384302		0.0	0.0								0.005	0.0	3.0	0	0.0	0.0	o	1.0
15661	mpneu22399	407092	407100	-	8	2.0	orfs	-1																						
15662	mpneu27433	407058	407114	-	56	18.0	orfs	-1																						
15663	mpneu27432	407157	407171	-	14	4.0	orfs	-1																						
15664	mpneu02251	407173	407181	+	8	2.0	orfs	-1																						
15665	mpneu17315	406820	407191	-	371	123.0	orfs	0				2.25090948154		0.0	0.0								0.555	0.0	3.0	0	0.0	0.0	o	1.0
15666	mpneu02252	407197	407211	+	14	4.0	orfs	-1																						
15667	mpneu02253	407242	407307	+	65	21.0	orfs	0				4.31687818045		0.0	0.0								0.01	1.0	3.0	0	0.0	0.0	i	1.0
15668	mpneu17314	407258	407290	-	32	10.0	orfs	-1																						
15669	mpneu27431	407208	407303	-	95	31.0	orfs	0				4.86509502476		0.0	0.0								0.025	0.0	3.0	0	0.0	0.0	i	1.0
15670	mpneu27430	407313	407318	-	5	1.0	orfs	-1																						
15671	mpneu02254	407329	407463	+	134	44.0	orfs	0				4.76806516901		0.0	0.0								0.097	1.0	3.0	0	0.0	0.0	o	1.0
15672	mpneu22398	407254	407367	-	113	37.0	orfs	0				4.98911170284		0.0	0.0								0.056	0.0	3.0	0	0.0	0.0	i	1.0
15673	mpneu27429	407382	407399	-	17	5.0	orfs	-1																						
15674	mpneu02255	407467	407550	+	83	27.0	orfs	0				5.335727021		0.0	0.0								0.005	1.0	3.0	0	0.0	0.0	i	1.0
15675	mpneu17313	407417	407476	-	59	19.0	orfs	0				2.91878260261		0.0	0.0								0.003	0.0	3.0	0	0.0	0.0	o	1.0
15676	mpneu27428	407460	407537	-	77	25.0	orfs	0				3.25244512444		0.0	0.0								0.024	0.0	3.0	0	0.0	0.0	i	1.0
15677	mpneu02256	407566	407751	+	185	61.0	orfs	0				4.8450908487		0.0	0.0								0.161	1.0	3.0	0	1.0	1.0	n4-11c15/16o39-57i	1.0
15678	mpneu07203	407675	407686	+	11	3.0	orfs	-1																						
15679	mpneu27427	407547	407693	-	146	48.0	orfs	0				6.01967611606		0.0	0.0								0.014	0.0	3.0	0	0.0	0.0	o	1.0
15680	mpneu07204	407723	407737	+	14	4.0	orfs	-1																						
15681	mpneu12005	407760	407783	+	23	7.0	orfs	-1																						
15682	mpneu17312	407717	407767	-	50	16.0	orfs	-1																						
15683	mpneu22397	407734	407778	-	44	14.0	orfs	-1																						
15684	mpneu02257	407809	407844	+	35	11.0	orfs	-1																						
15685	mpneu17311	407780	407824	-	44	14.0	orfs	-1																						
15686	mpneu27426	407805	407834	-	29	9.0	orfs	-1																						
15687	mpneu07205	407861	409492	+	1631	543.0	orfs	MPN342	Cytoplasm	DNA synthesis/modifications/repair/conformation	144.0	7.94890451649	0.1628901453	105.0	26.0	48.6	48.6	48.8	40.23	5.16	0.858	NE	0.965	0.0	6.0	hsdM	0.0	0.0	o	2.0
15688	mpneu17310	407837	407884	-	47	15.0	orfs	-1																						
15689	mpneu12006	407889	407918	+	29	9.0	orfs	-1																						
15690	mpneu02258	407908	407925	+	17	5.0	orfs	-1																						
15691	mpneu22396	407854	407940	-	86	28.0	orfs	0				1.22279118084		0.0	0.0								0.004	1.0	3.0	0	0.0	0.0	o	1.0
15692	mpneu12007	407940	407972	+	32	10.0	orfs	-1																						
15693	mpneu02259	407947	407958	+	11	3.0	orfs	-1																						
15694	mpneu12008	407973	408068	+	95	31.0	orfs	0				7.17089181935		0.0	0.0								0.009	0.0	3.0	0	1.0	0.0	o12-29i	1.0
15695	mpneu02260	408007	408021	+	14	4.0	orfs	-1																						
15696	mpneu22395	407983	408012	-	29	9.0	orfs	-1																						
15697	mpneu12009	408072	408098	+	26	8.0	orfs	-1																						
15698	mpneu12010	408102	408200	+	98	32.0	orfs	0				7.06298892715		0.0	0.0								0.006	0.0	3.0	0	1.0	0.0	o6-25i	1.0
15699	mpneu27425	408051	408116	-	65	21.0	orfs	0				0.632208527296		0.0	0.0								0.006	1.0	3.0	0	0.0	0.0	i	1.0
15700	mpneu27424	408132	408140	-	8	2.0	orfs	-1																						
15701	mpneu17309	408095	408154	-	59	19.0	orfs	0				0.367818436274		0.0	0.0								0.201	0.0	3.0	0	0.0	0.0	i	1.0
15702	mpneu27423	408162	408206	-	44	14.0	orfs	-1																						
15703	mpneu12011	408225	408251	+	26	8.0	orfs	-1																						
15704	mpneu12012	408252	408320	+	68	22.0	orfs	0				8.12678635033		0.0	0.0								0.088	0.0	3.0	0	0.0	0.0	i	1.0
15705	mpneu12013	408372	408443	+	71	23.0	orfs	0				8.27833760214		0.0	0.0								0.027	0.0	3.0	0	0.0	0.0	i	1.0
15706	mpneu27422	408324	408380	-	56	18.0	orfs	-1																						
15707	mpneu12014	408453	408602	+	149	49.0	orfs	0				7.94036225293		0.0	0.0								0.081	0.0	3.0	0	1.0	0.0	o31-48i	1.0
15708	mpneu27421	408408	408458	-	50	16.0	orfs	-1																						
15709	mpneu27420	408489	408494	-	5	1.0	orfs	-1																						
15710	mpneu17308	408440	408499	-	59	19.0	orfs	0				0.292653515677		0.0	0.0								0.014	0.0	3.0	0	0.0	0.0	o	1.0
15711	mpneu22394	408076	408546	-	470	156.0	orfs	0				0.199349512992		0.0	0.0								0.465	0.0	3.0	0	1.0	0.0	i114-132o	1.0
15712	mpneu22393	408559	408567	-	8	2.0	orfs	-1																						
15713	mpneu02261	408571	408606	+	35	11.0	orfs	-1																						
15714	mpneu17307	408593	408598	-	5	1.0	orfs	-1																						
15715	mpneu27419	408603	408632	-	29	9.0	orfs	-1																						
15716	mpneu22392	408643	408666	-	23	7.0	orfs	-1																						
15717	mpneu27418	408636	408668	-	32	10.0	orfs	-1																						
15718	mpneu02262	408679	408720	+	41	13.0	orfs	-1																						
15719	mpneu17306	408611	408703	-	92	30.0	orfs	0				0.508443731488		0.0	0.0								0.025	0.0	3.0	0	0.0	0.0	o	1.0
15720	mpneu22391	408670	408705	-	35	11.0	orfs	-1																						
15721	mpneu12015	408708	408749	+	41	13.0	orfs	-1																						
15722	mpneu22390	408712	408726	-	14	4.0	orfs	-1																						
15723	mpneu02263	408760	408837	+	77	25.0	orfs	0				8.65960695748		0.0	0.0								0.014	1.0	3.0	0	0.0	0.0	i	1.0
15724	mpneu17305	408746	408772	-	26	8.0	orfs	-1																						
15725	mpneu12016	408789	408866	+	77	25.0	orfs	0				8.78189092342		0.0	0.0								0.013	0.0	3.0	0	0.0	0.0	i	1.0
15726	mpneu27417	408732	408827	-	95	31.0	orfs	0				0.459690250723		0.0	0.0								0.056	1.0	3.0	0	0.0	0.0	o	1.0
15727	mpneu02264	408838	408852	+	14	4.0	orfs	-1																						
15728	mpneu12017	408870	408926	+	56	18.0	orfs	-1																						
15729	mpneu27416	408882	408905	-	23	7.0	orfs	-1																						
15730	mpneu12018	408930	408956	+	26	8.0	orfs	-1																						
15731	mpneu17304	408935	408940	-	5	1.0	orfs	-1																						
15732	mpneu27415	408906	408977	-	71	23.0	orfs	0				0.553922091235		0.0	0.0								0.011	0.0	3.0	0	0.0	0.0	o	1.0
15733	mpneu12019	408978	409040	+	62	20.0	orfs	0				8.38854220892		0.0	0.0								0.04	1.0	3.0	0	0.0	0.0	o	1.0
15734	mpneu02265	408982	409014	+	32	10.0	orfs	-1																						
15735	mpneu17303	408953	409021	-	68	22.0	orfs	0				0.301067889511		0.0	0.0								0.007	0.0	3.0	0	0.0	0.0	o	1.0
15736	mpneu12020	409041	409211	+	170	56.0	orfs	0				8.47808023704		0.0	0.0								0.102	0.0	3.0	0	0.0	0.0	i	1.0
15737	mpneu17302	409037	409072	-	35	11.0	orfs	-1																						
15738	mpneu27414	409026	409079	-	53	17.0	orfs	-1																						
15739	mpneu27413	409089	409103	-	14	4.0	orfs	-1																						
15740	mpneu27412	409107	409115	-	8	2.0	orfs	-1																						
15741	mpneu27411	409185	409217	-	32	10.0	orfs	-1																						
15742	mpneu12021	409224	409328	+	104	34.0	orfs	0				8.65830116413		0.0	0.0								0.074	0.0	3.0	0	0.0	0.0	i	1.0
15743	mpneu02266	409240	409248	+	8	2.0	orfs	-1																						
15744	mpneu27410	409266	409277	-	11	3.0	orfs	-1																						
15745	mpneu22389	408772	409296	-	524	174.0	orfs	0				0.667808257496		0.0	0.0								0.55	1.0	3.0	0	1.0	0.0	o20-38i	1.0
15746	mpneu12022	409392	409403	+	11	3.0	orfs	-1																						
15747	mpneu17301	409364	409414	-	50	16.0	orfs	-1																						
15748	mpneu12023	409467	409499	+	32	10.0	orfs	-1																						
15749	mpneu22388	409312	409476	-	164	54.0	orfs	0				2.10490554079		0.0	0.0								0.087	0.0	3.0	0	0.0	1.0	n7-18c22/23o	1.0
15750	mpneu07206	409493	409540	+	47	15.0	orfs	-1																						
15751	mpneu17300	409421	409507	-	86	28.0	orfs	0				0.553163646697		0.0	0.0								0.037	0.0	3.0	0	0.0	0.0	o	1.0
15752	mpneu12024	409512	409706	+	194	64.0	orfs	0				6.49925071959		0.0	0.0								0.094	0.0	3.0	0	1.0	1.0	n12-20c25/26o41-60i	1.0
15753	mpneu22387	409537	409554	-	17	5.0	orfs	-1																						
15754	mpneu07207	409562	410863	+	1301	433.0	orfs	MPN343	Cytoplasm	DNA synthesis/modifications/repair/conformation	145.0	2.17485730618	0.006361274592	0.0	0.0	0.0	0.0	0.0	0.9		0.684	NE	0.839	0.0	6.0	MPN343	0.0	0.0	o	2.0
15755	mpneu02267	409594	409626	+	32	10.0	orfs	-1																						
15756	mpneu27409	409569	409619	-	50	16.0	orfs	-1																						
15757	mpneu22386	409576	409635	-	59	19.0	orfs	0				0.0		0.0	0.0								0.016	1.0	3.0	0	0.0	0.0	o	1.0
15758	mpneu27408	409635	409670	-	35	11.0	orfs	-1																						
15759	mpneu12025	409719	409820	+	101	33.0	orfs	0				5.69023363496		0.0	0.0								0.006	1.0	3.0	0	1.0	0.0	o12-32i	1.0
15760	mpneu17299	409520	409807	-	287	95.0	orfs	0				0.175290440545		0.0	0.0								0.4	0.0	3.0	0	0.0	0.0	o	1.0
15761	mpneu12026	409842	409856	+	14	4.0	orfs	-1																						
15762	mpneu12027	409860	409868	+	8	2.0	orfs	-1																						
15763	mpneu27407	409845	409865	-	20	6.0	orfs	-1																						
15764	mpneu12028	409887	409949	+	62	20.0	orfs	0				4.71126039857		0.0	0.0								0.003	1.0	3.0	0	0.0	1.0	n2-9c14/15o	1.0
15765	mpneu02268	409900	409914	+	14	4.0	orfs	-1																						
15766	mpneu22385	409858	409920	-	62	20.0	orfs	0				0.19812031259		0.0	0.0								0.009	0.0	3.0	0	0.0	0.0	o	1.0
15767	mpneu27406	409911	409958	-	47	15.0	orfs	-1																						
15768	mpneu17298	409946	409966	-	20	6.0	orfs	-1																						
15769	mpneu12029	409980	409994	+	14	4.0	orfs	-1																						
15770	mpneu12030	410223	410309	+	86	28.0	orfs	0				0.375		0.0	0.0								0.006	0.0	5.0	0	0.0	0.0	o	1.0
15771	mpneu22384	410239	410250	-	11	3.0	orfs	-1																						
15772	mpneu27405	410001	410282	-	281	93.0	orfs	0				0.0		0.0	0.0								0.524	0.0	3.0	0	0.0	0.0	i	1.0
15773	mpneu17297	410201	410305	-	104	34.0	orfs	0				0.0		0.0	0.0								0.011	1.0	5.0	0	1.0	0.0	i12-33o	1.0
15774	mpneu02269	410317	410328	+	11	3.0	orfs	-1																						
15775	mpneu12031	410319	410345	+	26	8.0	orfs	-1																						
15776	mpneu27404	410397	410405	-	8	2.0	orfs	-1																						
15777	mpneu12032	410406	410420	+	14	4.0	orfs	-1																						
15778	mpneu02270	410434	410502	+	68	22.0	orfs	0				0.0		0.0	0.0								0.014	1.0	3.0	0	0.0	0.0	i	1.0
15779	mpneu12033	410442	410489	+	47	15.0	orfs	-1																						
15780	mpneu22383	410386	410460	-	74	24.0	orfs	0				0.0		0.0	0.0								0.002	0.0	3.0	0	0.0	0.0	i	1.0
15781	mpneu27403	410466	410471	-	5	1.0	orfs	-1																						
15782	mpneu12034	410502	410540	+	38	12.0	orfs	-1																						
15783	mpneu27402	410511	410522	-	11	3.0	orfs	-1																						
15784	mpneu17296	410417	410524	-	107	35.0	orfs	0				0.0		0.0	0.0								0.001	0.0	3.0	0	0.0	0.0	o	1.0
15785	mpneu02271	410527	410547	+	20	6.0	orfs	-1																						
15786	mpneu17295	410585	410614	-	29	9.0	orfs	-1																						
15787	mpneu17294	410636	410644	-	8	2.0	orfs	-1																						
15788	mpneu12035	410661	410684	+	23	7.0	orfs	-1																						
15789	mpneu27401	410544	410678	-	134	44.0	orfs	0				0.0		0.0	0.0								0.089	0.0	3.0	0	1.0	0.0	o25-43i	1.0
15790	mpneu17293	410681	410692	-	11	3.0	orfs	-1																						
15791	mpneu12036	410700	410744	+	44	14.0	orfs	-1																						
15792	mpneu02272	410731	410778	+	47	15.0	orfs	-1																						
15793	mpneu22382	410494	410736	-	242	80.0	orfs	0				0.0		0.0	0.0								0.452	1.0	5.0	0	0.0	0.0	i	1.0
15794	mpneu12037	410766	410858	+	92	30.0	orfs	0				0.240210339882		0.0	0.0								0.096	0.0	3.0	0	0.0	0.0	o	1.0
15795	mpneu17292	410741	410785	-	44	14.0	orfs	-1																						
15796	mpneu02273	410815	410853	+	38	12.0	orfs	-1																						
15797	mpneu17291	410807	410830	-	23	7.0	orfs	-1																						
15798	mpneu27400	410811	410843	-	32	10.0	orfs	-1																						
15799	mpneu02274	410881	410916	+	35	11.0	orfs	-1																						
15800	mpneu12038	410919	410987	+	68	22.0	orfs	0				1.08578393009		0.0	0.0								0.028	0.0	3.0	0	0.0	0.0	o	1.0
15801	mpneu22381	410893	410928	-	35	11.0	orfs	-1																						
15802	mpneu02275	410956	410961	+	5	1.0	orfs	-1																						
15803	mpneu02276	410971	411093	+	122	40.0	orfs	0				1.45747981077		0.0	0.0								0.039	1.0	3.0	0	0.0	0.0	i	1.0
15804	mpneu17290	410897	410983	-	86	28.0	orfs	0				0.966735703423		0.0	0.0								0.033	0.0	3.0	0	0.0	0.0	o	1.0
15805	mpneu22380	410953	411003	-	50	16.0	orfs	-1																						
15806	mpneu22379	411013	411021	-	8	2.0	orfs	-1																						
15807	mpneu27399	410976	411032	-	56	18.0	orfs	-1																						
15808	mpneu07208	411035	411058	+	23	7.0	orfs	-1																						
15809	mpneu07209	411086	411736	+	650	216.0	orfs	MPN344	Cytoplasm	Cytoskeleton	146.0	7.39736567737	0.1693843463	31.0	4.0	0.0	0.0	0.0	5.25		0.789	NE	0.994	1.0	6.0	MPN344	0.0	0.0	i	1.0
15810	mpneu22378	411055	411120	-	65	21.0	orfs	0				1.70369169204		0.0	0.0								0.011	0.0	3.0	0	0.0	0.0	i	1.0
15811	mpneu27398	411123	411134	-	11	3.0	orfs	-1																						
15812	mpneu12039	411156	411233	+	77	25.0	orfs	0				4.61051848828		0.0	0.0								0.005	0.0	3.0	0	0.0	0.0	o	1.0
15813	mpneu22377	411160	411198	-	38	12.0	orfs	-1																						
15814	mpneu27397	411225	411302	-	77	25.0	orfs	0				3.31873739453		0.0	0.0								0.01	1.0	3.0	0	0.0	0.0	o	1.0
